property_type,society,sector,price_in_cr,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,pooja room,store room,others,furnishing_type,luxury_score
flat,experion heartsong,sector 104,1.08,6149.99,3,3,0,2.0,under construction,1758.0,0,0,0,0,0,1,34.8
flat,tulip orange,sector 70,1.0,10308.96,3,2,2,3.0,relatively old,1078.0,0,0,0,0,0,1,50.0
flat,hcbs sports ville,sector 47,0.24,7406.95,1,1,2,1.0,new,360.0,0,0,0,0,0,1,48.0
flat,tata primanti,sector 72,4.25,13076.0,4,4,3+,0.0,relatively new,2955.0,1,0,0,0,0,0,146.0
flat,ss the leaf,sector 85,1.98,8255.99,3,4,3,12.0,relatively new,2399.0,0,0,0,1,0,1,151.0
flat,silverglades the melia,sector 47,0.75,5554.98,2,2,2,4.0,relatively old,1350.0,0,0,0,0,0,1,64.0
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.01,4,4,3+,0.0,relatively new,1975.05,1,1,0,0,0,0,128.0
house,independent,sector 67,1.5,8642.0,5,3,2,2.0,new,200.0,0,0,0,0,0,1,11.31
flat,signature global synera,sector 81,0.5,7886.06,2,2,1,11.0,new,704.0,0,0,0,0,0,2,73.0
house,unitech deerwood chase,sector 50,15.0,33332.96,4,4,2,2.0,relatively old,4500.0,1,0,0,0,0,1,134.0
flat,supertech hilltown,sector 2,0.8,5556.02,3,2,3,8.0,relatively old,1440.0,0,0,0,0,0,1,57.42
flat,ansal housing highland park,sector 103,1.25,6443.0,3,3,3+,2.0,new,1460.0,0,0,1,0,0,1,88.0
house,independent,sector 3,0.85,7521.99,3,3,0,1.0,relatively old,1130.0,0,0,0,0,0,1,16.16
flat,apna enclave,sector 3,0.58,6105.01,2,2,2,2.0,old,900.0,0,0,0,0,0,1,41.0
flat,ats kocoon,sector 109,1.75,10028.02,3,3,3,10.0,relatively new,1550.0,0,0,1,0,0,0,24.0
flat,bestech park view grand spa,sector 81,2.3,8646.0,3,4,3+,7.0,relatively new,2280.0,1,0,0,0,0,0,24.0
flat,adani m2k oyster grande,sector 102,2.61,10046.0,3,3,3,14.0,relatively new,2200.0,1,1,0,0,0,1,13.0
flat,shree vardhman flora,sector 90,0.66,5075.99,2,2,3,4.0,relatively new,1117.0,0,1,0,0,0,1,90.0
house,vipul tatvam villa,sector 48,8.25,38193.91,4,4,3+,3.0,relatively new,2160.03,1,0,0,1,0,0,134.0
house,independent,sector 31,4.6,32258.06,2,2,2,2.0,relatively old,1426.0,0,0,0,0,0,1,27.23
flat,signature global synera,sector 81,0.5,6801.98,2,2,3,6.0,relatively new,700.0,0,0,0,0,0,1,92.0
flat,siddhartha apartment,sector 95,1.1,4326.99,4,3,3,9.0,relatively new,2824.0,1,0,0,0,1,1,11.0
flat,godrej air,sector 85,1.8,13136.0,3,3,3,30.0,under construction,141.0,0,0,0,0,0,1,43.0
flat,shree vardhman victoria,sector 70,1.66,14253.94,3,5,3,8.0,relatively new,1522.0,1,0,0,0,0,1,93.0
house,independent,sector 2,0.4,7619.05,2,2,1,1.0,relatively new,583.0,0,0,0,0,0,1,26.39
flat,capital residences 360,sector 70,1.1,7586.0,2,2,3+,8.0,new,1318.0,0,0,0,0,0,1,43.0
house,independent,sector 23,2.4,12000.0,3,3,2,2.0,relatively old,2000.0,0,0,1,1,0,1,28.0
flat,ansal estella,sector 103,1.5,8670.02,3,3,3+,6.0,under construction,1733.0,0,0,0,0,0,1,42.0
flat,signature global city 81,sector 81,0.89,8278.99,2,2,2,3.0,under construction,1194.0,0,0,0,0,1,1,13.0
flat,ramprastha the edge towers,sector 37,0.8,5797.02,2,2,3,2.0,relatively new,1300.0,0,0,0,0,0,1,53.0
flat,tulip violet,sector 69,1.38,8965.99,3,3,1,12.0,relatively new,1398.0,0,0,1,0,0,1,82.0
flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,4,3,3,7.0,relatively old,10000.0,1,0,0,0,0,1,36.0
flat,smart world gems,sector 89,0.95,8902.97,2,2,2,1.0,under construction,801.0,0,1,0,0,0,1,90.0
house,anamika enclave,sector 12,6.0,14491.98,9,9,3+,3.0,old,9000.0,0,0,0,0,0,1,9.0
flat,park royal apartment,sector 56,1.85,9023.99,3,4,3,7.0,old,2278.0,1,0,0,0,0,1,48.0
flat,tulip violet,sector 69,1.6,10139.03,3,3,2,0.0,relatively new,1435.0,0,0,1,0,0,1,24.0
flat,godrej oasis,sector 88,1.0,6895.98,2,2,3,7.0,relatively new,1611.0,0,1,0,0,0,1,54.0
flat,emaar mgf emerald floors premier,sector 65,2.35,16206.0,3,3,3,2.0,relatively new,1500.0,1,1,0,0,0,0,35.0
flat,kiran residency,sector 56,1.5,6647.99,3,5,3+,4.0,relatively old,2250.0,0,1,1,0,0,0,102.0
house,dlf city plots,sector 26,17.0,37627.02,5,6,3,2.0,old,4518.0,1,0,1,1,0,0,75.0
flat,chintels paradiso,sector 109,1.8,8865.99,3,3,2,0.0,relatively old,1902.0,1,0,0,0,0,1,59.0
flat,dlf new town heights,sector 90,1.25,6476.01,3,3,3+,6.0,relatively new,1929.0,1,0,1,0,0,1,118.0
flat,tulip violet,sector 69,1.55,9822.0,3,3,2,0.0,relatively new,1435.0,0,0,1,0,0,0,130.0
flat,ireo the grand arch,sector 58,3.83,21576.98,3,4,2,10.0,relatively new,2000.0,1,1,0,0,0,0,149.0
house,emaar emerald hills,sector 65,12.5,34722.03,4,4,3+,2.0,relatively new,3600.0,1,1,0,0,0,1,56.0
flat,tulip violet,sector 69,1.36,8618.01,3,3,1,12.0,relatively new,1287.0,0,0,1,0,0,1,80.0
flat,raheja vedaanta,sector 108,1.0,4853.99,2,2,2,0.0,relatively new,2060.0,0,0,0,0,0,1,55.55
flat,ramsons kshitij,sector 95,0.28,3650.02,2,2,2,5.0,new,697.0,0,0,0,0,1,1,43.1
flat,emaar imperial gardens,sector 102,2.05,9876.0,3,4,3+,14.0,relatively new,2250.0,1,0,0,0,0,1,86.0
flat,godrej nature plus,sector 47,1.1,7971.01,2,2,2,14.0,new,1533.0,0,0,0,0,0,1,59.0
house,nirvana cedar crest,sector 50,7.1,32870.07,5,4,3,2.0,relatively old,2160.02,0,1,1,1,0,0,91.0
flat,assotech blith,sector 99,0.92,6738.99,2,2,3+,22.0,under construction,1241.0,0,0,0,0,0,1,41.0
flat,puri diplomatic greens,sector 111,2.65,13588.98,3,4,2,7.0,relatively new,2077.0,1,0,0,0,0,0,136.0
flat,satya the hermitage,sector 103,0.89,6137.0,2,3,3,1.0,relatively new,1252.0,1,0,0,0,0,0,50.0
flat,eldeco accolade,sector 47,1.35,6136.0,3,3,3,2.0,new,2444.0,1,0,0,0,0,1,55.0
house,international city by sobha phase 1,sector 109,5.75,16428.01,4,4,2,3.0,relatively new,4800.0,1,0,0,0,0,1,111.0
flat,godrej nature plus,sector 47,1.45,15663.99,3,2,3+,20.0,under construction,118.0,0,1,0,0,0,1,105.0
flat,dlf new town heights,sector 90,1.88,6894.0,4,4,3+,20.0,relatively new,2726.0,1,0,1,0,0,1,127.0
flat,umang winter hills,sector 77,1.05,5762.01,3,3,3,7.0,relatively new,1600.0,0,0,0,0,0,1,24.0
flat,the lions cghs,sector 56,2.05,7884.01,4,4,3+,7.0,old,2600.0,0,0,0,1,0,0,104.0
flat,sare homes,sector 92,0.8,4694.01,4,4,3,1.0,relatively old,1893.0,0,0,0,0,0,1,60.0
flat,ats triumph,sector 104,2.6,8253.0,4,4,3+,12.0,relatively new,2864.0,1,0,0,0,0,1,97.0
house,independent,sector 25,6.6,36667.07,6,7,3+,2.0,relatively old,1799.98,1,1,0,0,0,0,98.0
flat,dlf new town heights,sector 90,1.51,6386.99,4,4,3+,6.0,relatively new,2362.0,1,0,1,0,0,0,129.0
flat,breez global heights,sector 47,0.4,6420.03,2,2,1,4.0,new,612.0,0,0,0,0,0,1,24.0
flat,tulip violet,sector 69,1.75,8882.98,4,4,1,12.0,relatively new,1791.0,0,0,0,0,0,1,77.0
house,independent,sector 7,8.0,22221.98,4,5,3+,1.0,old,3600.0,1,1,1,0,0,1,18.0
flat,supertech araville,sector 79,0.83,5423.99,2,2,3,5.0,new,1700.0,0,1,0,0,0,2,24.0
flat,ireo the corridors,sector 67,2.0,11579.97,3,3,2,6.0,under construction,1342.0,0,0,0,0,1,1,10.0
flat,the close north,sector 50,2.35,11767.0,3,3,3+,8.0,relatively old,1950.0,0,0,0,0,0,0,145.0
flat,pareena coban residences,sector 99,1.1,7096.0,2,2,3,9.0,new,1363.0,0,1,0,0,0,1,64.0
house,sector 14 rwa,sector 14,5.51,16990.02,3,3,2,4.0,relatively old,3249.0,0,0,0,0,0,1,14.0
flat,bestech park view city,sector 48,2.65,10323.01,4,4,3+,11.0,relatively old,2126.0,1,1,0,0,0,0,154.0
flat,orchid island,sector 51,0.72,7891.02,2,2,1,4.0,relatively new,1007.0,0,0,0,0,0,1,20.0
flat,aipl the peaceful homes,sector 70,2.55,11860.02,3,3,3,20.0,new,2000.0,1,0,1,0,1,0,133.0
flat,bajrang apartments,sector 6,0.38,4470.01,2,2,2,1.0,relatively old,944.0,0,0,0,0,0,1,47.14
flat,emaar mgf emerald floors,sector 65,2.6,15757.96,3,3,3+,3.0,relatively new,1649.96,0,0,0,0,0,1,55.04
flat,kiran residency,sector 56,1.55,6888.0,3,3,3+,5.0,relatively old,1900.0,1,0,1,0,0,0,66.0
house,independent,sector 26,23.0,25556.01,4,4,3+,2.0,relatively new,9000.0,1,1,1,1,0,0,116.0
flat,godrej,sector 79,1.34,8524.01,3,3,3,7.0,relatively new,1429.0,0,0,0,0,0,1,143.0
flat,signature global solera,sector 107,0.25,7861.88,1,1,0,0.0,relatively new,318.0,0,0,0,0,0,1,37.0
flat,vatika inxt floors,sector 82,0.75,7500.0,2,2,2,1.0,relatively new,1000.0,0,0,0,0,0,1,53.08833333333333
flat,pareena mi casa,sector 68,1.1,9020.02,2,2,3,13.0,new,1238.0,0,0,0,0,0,1,73.0
flat,project krishna colony,sector 7,0.36,5141.98,2,2,1,0.0,relatively new,700.0,0,0,0,0,0,1,34.19
flat,m3m merlin,sector 67,3.4,14418.02,3,4,3,15.0,relatively new,2114.0,1,0,0,0,0,0,91.0
flat,experion the heartsong,sector 108,2.0,8553.99,3,3,3+,14.0,relatively new,2125.0,1,0,0,0,0,1,70.0
flat,ats triumph,sector 104,2.55,13075.98,4,4,3+,21.0,relatively new,2500.0,1,0,0,0,0,1,127.0
flat,rof aalayas,sector 102,0.45,8403.99,2,2,1,14.0,relatively new,565.0,0,0,0,0,0,2,37.0
flat,shree vardhman victoria,sector 70,1.75,8973.99,3,5,0,0.0,relatively new,1950.0,0,0,0,0,0,1,56.0
flat,godrej oasis,sector 88,1.15,9856.02,2,2,1,12.0,new,120.0,0,1,0,0,0,1,57.0
house,dlf city plots,sector 26,20.0,44265.02,16,20,3+,4.0,new,4518.0,1,1,1,1,0,0,117.0
flat,cghs airport apartment,sector 47,1.8,6000.0,4,4,3+,4.0,relatively old,2845.0,0,0,0,1,0,0,89.0
flat,sbtl caladium,sector 109,1.2,6381.99,3,2,2,8.0,relatively new,1709.0,0,0,0,0,0,1,130.0
flat,la vida by tata housing,sector 113,2.33,12533.01,3,3,3,3.0,new,2098.0,1,0,0,0,0,1,151.0
flat,tulip violet,sector 69,1.32,8411.02,3,3,1,12.0,relatively new,1425.0,0,0,1,0,0,0,82.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.03,11999.98,3,3,2,1.0,new,1332.0,0,0,0,0,0,1,45.0
flat,pyramid urban homes 2,sector 86,0.5,8319.05,2,2,1,2.0,relatively new,668.0,0,0,0,0,0,1,18.0
house,independent,sector 24,5.25,38888.89,4,4,3+,2.0,relatively new,1350.0,1,0,1,0,0,0,47.0
flat,signature global solera 2,sector 107,0.5,8927.93,2,2,2,13.0,new,622.0,0,0,0,0,0,1,7.0
house,independent,sector 39,0.34,7555.05,1,1,1,1.0,relatively new,450.0,0,0,0,0,0,1,12.01
flat,tulip violet,sector 69,2.05,9950.01,4,4,2,0.0,relatively new,1897.0,0,0,0,0,0,1,134.0
flat,aipl the peaceful homes,sector 70,2.8,11913.98,3,4,3,22.0,relatively new,2350.18,1,0,0,0,0,1,24.0
flat,mvn athens,sector 47,0.21,4666.04,1,1,1,11.0,new,500.0,0,0,0,0,0,1,9.0
flat,tulip violet,sector 69,1.78,8855.02,4,4,2,10.0,relatively new,1827.0,0,0,1,0,0,0,142.0
flat,dlf the ultima,sector 81,2.35,11233.0,3,4,3+,18.0,relatively new,1553.0,1,0,0,0,0,1,97.0
flat,unitech south park,sector 70,1.13,6999.98,3,3,2,1.0,under construction,1464.0,0,0,0,0,0,1,41.0
flat,mapsko paradise,sector 83,0.75,5597.01,3,3,3,10.0,new,1157.0,0,0,0,0,1,0,24.0
flat,m3m skywalk,sector 74,2.7,13378.99,3,3,3,13.0,new,2018.09,0,0,0,1,0,1,70.0
flat,eldeco accolade,sector 47,1.14,6530.0,3,3,3+,4.0,relatively new,1377.0,0,0,0,0,0,1,132.0
flat,emaar mgf the palm drive,sector 66,3.4,15453.98,3,4,3,9.0,relatively new,2000.0,1,0,0,1,0,0,79.0
flat,dlf the skycourt,sector 86,1.59,8242.01,3,3,3,17.0,relatively new,1700.0,0,0,0,0,1,0,142.0
flat,ireo victory valley,sector 67,3.05,16265.97,3,4,2,35.0,relatively new,2200.0,1,1,0,0,0,0,140.0
flat,dlf the primus,sector 82,3.5,13429.98,5,5,3+,14.0,relatively new,2896.0,0,1,0,0,0,2,24.0
flat,ramsons kshitij,sector 95,0.29,5178.02,2,2,2,14.0,relatively new,509.0,0,0,0,0,0,1,39.0
flat,m3m sky lofts,sector 71,0.9,13176.97,1,1,0,6.0,new,683.0,0,0,0,0,0,1,74.0
house,independent,sector 15,1.07,11887.96,2,2,1,1.0,old,900.0,1,0,0,0,0,1,2.0
house,independent,sector 3,3.5,9209.99,1,1,0,1.0,relatively old,3800.0,0,0,0,0,0,1,19.81
flat,pareena laxmi apartments,sector 99,0.32,6106.05,2,2,2,2.0,new,471.0,0,0,0,0,0,1,37.0
flat,la vida by tata housing,sector 113,2.7,16363.04,3,4,3+,4.0,relatively new,2217.0,1,0,0,0,0,0,24.0
flat,trisara our homes 3,sector 47,0.36,5979.97,2,2,1,1.0,new,520.0,0,0,0,0,0,1,40.0
flat,la vida by tata housing,sector 113,3.0,14284.97,3,3,3+,3.0,relatively new,2460.0,1,0,0,0,0,1,148.0
house,independent,sector 5,0.85,8500.0,1,1,0,1.0,old,1000.0,0,0,0,0,0,1,14.88
flat,ansal heights 86,sector 86,1.05,5541.01,3,3,3,9.0,under construction,1723.0,1,0,0,0,0,1,41.75
house,vipul tatvam villa,sector 48,5.75,22183.98,4,4,2,2.0,relatively old,2591.96,1,0,0,0,0,1,26.0
flat,sare homes,sector 92,0.95,4750.0,4,3,2,17.0,new,1983.0,0,0,0,0,0,0,4.0
flat,dlf regency park,sector 28,2.35,13224.01,3,4,3,8.0,old,1700.0,1,0,0,0,0,0,87.0
flat,shree vardhman victoria,sector 70,1.78,9128.02,3,3,3+,7.0,relatively new,1773.0,1,0,0,0,1,1,24.0
flat,park view apartment,sector 56,1.74,7564.99,3,3,3+,2.0,old,2400.0,1,0,1,0,0,0,87.0
flat,m3m sierra 68,sector 68,1.2,9000.02,2,2,3,1.0,relatively new,979.0,0,0,0,0,0,2,52.0
flat,ireo the grand arch,sector 58,4.85,16934.0,4,5,3,23.0,relatively new,3182.0,1,1,1,0,1,0,24.0
flat,housing board colony,sector 51,0.3,7317.07,1,1,2,0.0,old,457.0,0,0,0,0,0,1,25.11
flat,apex our homes,sector 37,0.35,3783.01,2,2,1,7.0,relatively new,850.0,0,0,0,0,0,0,133.0
house,unitech nirvana birch court,sector 50,7.1,31481.26,3,3,3,1.0,relatively old,2255.31,1,0,0,0,0,1,30.0
flat,signature andour heights,sector 71,0.65,10171.98,2,2,1,10.0,relatively new,588.0,0,0,0,0,0,0,13.0
flat,signature global the millennia,sector 37,0.55,9166.06,2,2,3,3.0,new,545.0,0,0,0,0,0,1,51.0
flat,puri the aravallis,sector 61,3.9,33209.01,3,4,3+,33.0,under construction,1389.0,1,0,0,0,0,1,120.0
flat,.,sector 2,7.0,10999.99,4,4,3+,6.0,relatively new,5455.0,1,0,0,0,0,1,38.0
flat,dlf regal gardens,sector 90,1.25,8115.99,3,3,3,8.0,relatively new,1640.0,0,0,1,0,0,1,139.0
flat,godrej nature plus,sector 47,1.25,9025.01,2,2,3+,15.0,under construction,1539.0,0,0,0,0,0,1,21.0
flat,la lagune,sector 54,6.75,21360.02,4,6,3+,11.0,relatively old,2455.0,1,0,0,0,0,0,90.0
flat,bestech park view residency,sector 2,0.56,8553.01,1,1,2,7.0,relatively old,722.0,0,0,0,0,0,1,70.0
flat,ats tourmaline,sector 109,1.75,8139.0,3,4,3+,7.0,relatively new,1797.0,1,0,0,0,0,1,145.0
flat,m3m woodshire,sector 107,1.3,8922.01,3,3,3+,4.0,relatively new,1554.0,0,0,1,0,0,0,151.0
flat,ss residency,sector 12,0.53,4818.01,3,3,2,2.0,relatively new,1000.0,0,0,0,0,0,0,8.0
house,independent,sector 3,0.65,10317.46,1,1,1,1.0,relatively old,70.0,0,0,0,0,1,1,9.0
flat,conscient one,sector 109,1.7,17616.95,1,1,2,9.0,relatively new,965.0,0,0,0,0,0,1,60.285
house,anant raj estates,sector 63,8.5,27139.03,6,6,3+,3.0,under construction,3132.0,0,0,1,1,0,1,23.0
flat,eldeco accolade,sector 47,1.1,7548.98,2,2,3+,17.0,relatively new,1325.0,0,1,0,0,1,0,3.0
flat,supertech araville,sector 79,0.95,6208.99,2,2,3,7.0,new,1391.0,0,1,0,0,0,1,24.0
flat,smart world orchard,sector 61,1.6,13913.04,2,2,2,4.0,under construction,1278.0,0,0,0,0,0,1,28.0
flat,eldeco accolade,sector 47,0.78,5422.01,2,2,2,7.0,relatively new,1325.0,0,1,0,0,0,0,124.0
flat,experion windchants,sector 112,2.6,10650.98,2,2,3,8.0,relatively new,2441.09,0,0,0,0,0,1,148.0
flat,dlf new town heights,sector 90,1.15,5957.99,3,3,3+,9.0,relatively new,1755.0,1,0,1,0,0,1,68.0
flat,smart world orchard,sector 61,2.5,16139.03,3,3,1,1.0,under construction,1549.0,0,0,0,0,0,1,60.0
flat,suncity avenue,sector 102,0.48,8928.07,2,2,1,5.0,relatively new,579.0,0,0,0,1,0,1,116.0
flat,rof ananda,sector 95,0.2,5598.95,1,1,1,2.0,relatively new,407.0,0,0,1,0,0,1,39.0
house,independent,sector 37,1.16,7538.98,1,1,0,1.0,relatively new,1535.0,0,0,0,0,0,1,17.14
flat,imperia the esfera,sector 37,0.86,4886.0,3,3,2,0.0,new,1600.0,0,0,0,0,1,1,19.0
flat,shree vardhman victoria,sector 70,1.65,8461.02,3,4,3,5.0,relatively new,1522.0,1,0,0,0,1,0,24.0
flat,emaar palm gardens,sector 83,1.76,9263.01,3,3,3,5.0,relatively new,1600.0,1,0,0,0,0,0,150.0
flat,shri ram apartments,sector 3,0.46,5111.0,2,2,1,1.0,relatively new,1000.0,0,0,0,0,0,0,49.0
flat,bestech park view residency,sector 2,1.4,7864.99,3,3,3+,8.0,relatively old,1618.0,0,0,0,0,0,1,75.0
house,bptp pedestal,sector 70,0.92,7749.98,2,3,3+,3.0,new,1319.0,0,0,0,0,1,1,120.0
house,signature global park,sector 47,0.85,7589.01,3,2,2,1.0,under construction,1120.0,0,0,0,0,0,1,7.0
house,nirvana country,sector 50,10.0,14285.0,5,7,2,4.0,relatively old,7000.0,1,0,0,0,0,2,4.0
flat,zara aavaas,sector 104,0.22,7301.94,1,2,2,2.0,new,335.0,0,0,0,0,0,1,48.0
flat,ild greens,sector 37,0.75,5245.01,2,2,3+,13.0,relatively new,1430.0,0,0,0,0,0,1,60.0
flat,dlf the ultima,sector 81,3.25,11805.0,4,4,3+,11.0,relatively old,2503.0,1,0,0,0,0,1,12.0
flat,smriti apartment,sector 56,0.6,10000.0,1,1,1,2.0,relatively old,545.0,0,0,0,0,0,1,26.0
flat,bptp astaire gardens,sector 70,1.25,8771.01,3,3,2,1.0,relatively new,1300.0,0,0,0,0,1,1,24.0
flat,ss the leaf,sector 85,2.15,7644.99,4,5,3+,1.0,relatively new,2556.0,1,0,0,0,0,1,139.0
flat,ss the leaf,sector 85,1.1,12470.95,2,2,3,12.0,relatively new,1173.0,0,1,0,0,0,1,67.0
flat,emaar mgf emerald floors premier,sector 65,2.8,16968.98,3,3,3+,3.0,relatively new,1650.07,1,1,0,0,0,0,43.0
house,emaar mgf marbella,sector 66,12.0,38095.0,5,6,3+,3.0,relatively new,3150.0,1,0,0,1,0,0,125.0
flat,railway officers rpf society,sector 9,1.25,6920.99,4,3,3,1.0,old,2007.0,1,0,0,0,0,0,24.0
flat,signature global park,sector 47,0.65,7299.02,2,2,3,1.0,new,822.0,0,0,0,0,0,1,55.0
flat,conscient elevate,sector 59,3.9,16993.02,3,1,0,0.0,under construction,2295.0,0,0,0,0,0,1,56.83
flat,godrej nature plus,sector 47,1.07,7725.02,2,2,2,14.0,under construction,1259.0,0,0,0,0,0,1,53.0
flat,central park flower valley cerise floors,sector 47,1.3,10743.0,2,2,2,3.0,new,1100.0,0,1,0,0,0,1,12.0
flat,park view apartments,sector 15,1.6,11034.03,3,3,3+,2.0,relatively old,1611.0,0,0,1,0,0,1,37.0
flat,signature global orchard avenue,sector 93,0.36,6715.04,2,2,2,6.0,relatively new,604.0,0,0,0,0,0,1,25.0
flat,signature global city 92,sector 92,0.99,9073.99,3,2,3,1.0,under construction,1091.0,0,0,0,0,0,1,27.0
flat,m3m woodshire,sector 107,0.98,6421.01,2,2,3,7.0,relatively new,1276.0,0,1,0,0,0,0,154.0
flat,puri diplomatic greens,sector 111,2.65,11963.02,3,4,3+,19.0,relatively new,2014.0,1,1,1,1,0,0,47.0
house,unitech espace,sector 50,7.5,34722.06,3,3,2,2.0,relatively old,2160.01,1,0,0,0,0,0,54.0
flat,emaar gurgaon greens,sector 102,1.4,8483.97,3,3,3,3.0,relatively new,1310.0,1,0,0,0,0,1,48.0
flat,unitech the residences,sector 33,1.55,9871.98,3,4,1,1.0,relatively new,1427.0,1,0,0,0,0,1,18.0
house,vipul tatvam villa,sector 48,7.65,19125.0,4,4,3,2.0,relatively old,4000.0,1,1,0,0,1,1,30.0
flat,paras dews,sector 106,1.35,7296.98,4,4,3+,18.0,relatively new,2100.0,1,0,1,0,0,0,151.0
flat,sare crescent parc,sector 92,0.65,4596.01,3,3,3,3.0,relatively old,1571.0,0,0,0,0,0,1,21.0
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,4.0,relatively new,1200.0,1,1,1,1,0,0,141.0
flat,m3m heights,sector 65,2.01,13499.99,2,2,3,8.0,new,1476.0,0,1,0,0,0,1,21.0
flat,la vida by tata housing,sector 113,2.4,10825.0,3,4,3+,5.0,relatively new,1940.0,1,0,0,0,0,1,24.0
flat,m3m woodshire,sector 107,1.21,6227.0,3,3,3,7.0,relatively old,1706.0,0,0,0,0,0,0,105.0
flat,tulip violet,sector 69,1.4,8928.0,3,3,1,12.0,relatively new,1425.0,0,0,0,0,0,1,134.0
flat,suncity heights,sector 54,3.85,16444.98,3,3,3+,8.0,old,2128.0,1,0,0,0,0,1,52.0
house,international city by sobha phase 2,sector 109,6.5,12036.99,4,4,3+,1.0,new,5400.0,1,0,0,0,0,0,134.0
flat,mahindra luminare,sector 59,5.5,18180.98,3,3,1,26.0,under construction,2750.0,1,0,0,0,0,1,27.0
house,dlf city plots phase 2,sector 25,10.55,39073.93,5,6,3+,3.0,relatively old,2700.0,1,1,1,1,0,1,95.0
flat,dlf new town heights,sector 86,1.27,6580.0,3,4,3,19.0,relatively new,1800.0,1,0,1,0,0,1,100.0
flat,m3m sierra 68,sector 68,1.1,8985.97,2,2,3,1.0,relatively new,1150.0,0,0,0,0,0,0,110.0
flat,ss the leaf,sector 85,1.2,12371.01,2,2,2,4.0,relatively new,1190.0,1,0,0,1,0,1,77.0
flat,green court,sector 90,0.45,7188.04,2,2,1,2.0,new,696.0,0,0,0,0,0,0,21.0
flat,dlf new town heights,sector 90,1.65,6978.99,4,4,3+,15.0,relatively old,2149.0,1,0,0,0,0,0,106.0
flat,experion windchants,sector 112,3.65,12311.99,3,4,3+,14.0,relatively new,2225.54,1,0,0,0,0,0,122.0
flat,karmyogi apartment,sector 10,2.3,6467.0,6,4,2,6.0,relatively old,3951.0,0,0,0,0,0,1,58.82
flat,ansal sushant lok ci,sector 43,2.0,15151.06,3,3,2,1.0,old,1467.0,1,0,0,0,0,2,6.0
house,international city by sobha phase 2,sector 109,8.48,23556.01,4,6,3+,3.0,new,3600.0,1,1,1,1,0,1,120.0
flat,ss the leaf,sector 85,1.18,10094.01,2,3,3,12.0,relatively new,1420.0,0,0,1,0,0,0,120.0
flat,tata primanti,sector 72,3.9,13424.99,4,4,3+,39.0,relatively new,2499.0,1,0,0,0,1,1,24.0
flat,ireo skyon,sector 60,3.8,13570.99,4,5,3,15.0,relatively old,2791.0,1,0,0,0,0,0,121.0
flat,ansal plaza,sector 2,1.0,10000.0,2,3,0,1.0,relatively old,1000.0,0,0,0,0,0,1,56.92333333333333
flat,bptp terra,sector 37,1.55,7074.01,4,3,3+,19.0,relatively new,2100.0,0,0,0,0,1,0,104.0
house,eldeco mansionz,sector 48,5.0,21366.97,7,7,3,2.0,relatively old,2340.0,0,0,0,0,0,0,21.0
house,independent,sector 2,2.5,16056.0,4,4,2,4.0,old,1557.0,0,0,0,0,0,1,15.0
flat,dlf regal gardens,sector 90,1.8,7223.0,4,4,3+,7.0,relatively old,2014.0,0,0,0,0,0,1,34.0
flat,ashiana mulberry,sector 47,0.9,6143.01,2,2,3+,7.0,relatively old,1100.0,0,1,0,0,0,0,124.0
house,independent,sector 28,11.25,34722.01,9,9,3+,2.0,relatively old,3240.0,1,0,1,1,0,0,100.0
flat,the close north,sector 50,2.65,11276.02,3,3,3+,3.0,relatively old,2491.0,1,0,0,0,0,1,151.0
flat,cghs vidya enclave,sector 56,1.7,10967.03,3,2,3,6.0,old,1578.0,0,0,0,1,0,1,81.0
flat,tulip violet,sector 69,1.2,10908.99,2,3,0,0.0,relatively new,1100.0,0,0,0,0,0,1,52.0
house,independent,sector 46,5.65,23869.98,8,6,3+,3.0,relatively old,2367.0,1,0,0,0,0,0,47.0
flat,bestech park view spa next,sector 67,2.85,12126.99,4,4,3+,5.0,relatively old,2136.0,1,0,1,0,0,0,138.0
flat,smart world orchard,sector 61,2.45,15800.03,3,3,3,3.0,new,1219.0,1,1,0,0,0,1,93.0
house,independent,sector 52,1.64,10123.02,3,3,2,4.0,new,1620.0,1,1,0,0,0,0,39.0
flat,ats triumph,sector 104,2.78,8825.0,4,4,3+,11.0,relatively new,2864.0,1,0,0,0,0,1,89.0
flat,sbtl caladium,sector 109,1.9,6219.01,4,4,3,8.0,relatively new,2777.0,1,0,0,0,0,1,127.0
flat,ss the leaf,sector 85,1.2,7316.98,2,2,3+,14.0,relatively new,1375.0,0,0,0,1,0,1,117.0
flat,landmark the residency,sector 103,0.9,6665.98,2,2,2,1.0,relatively new,1227.0,0,0,0,0,0,1,21.0
house,independent,sector 2,6.0,24690.95,5,6,3+,3.0,old,2430.0,0,1,1,0,1,0,25.0
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.03,3,3,3+,3.0,relatively new,1500.0,1,1,0,0,0,1,134.0
flat,sbtl caladium,sector 109,1.26,6541.99,3,2,3,8.0,relatively new,1709.0,0,0,0,0,0,1,83.0
flat,shree vardhman victoria,sector 70,1.67,14384.03,3,5,3,5.0,relatively old,1522.0,1,0,0,0,0,1,89.0
